00001,0,00002,-73,00003,-66,00004,-61,00005,-72,00006,0,00007,-66
00001,0,00002,-73,00003,-71,00004,-66,00005,-72,00006,-67,00007,0
00001,-69,00002,-74,00003,0,00004,0,00005,-70,00006,-72,00007,-71
00001,-87,00002,-75,00003,-65,00004,0,00005,-70,00006,-66,00007,-73
00001,-71,00002,-68,00003,-69,00004,-62,00005,0,00006,-68,00007,-77
00001,-69,00002,0,00003,-69,00004,-66,00005,-78,00006,-70,00007,-76
00001,0,00002,-72,00003,-65,00004,-66,00005,-76,00006,-64,00007,-71
00001,-70,00002,-72,00003,-69,00004,0,00005,-74,00006,-66,00007,0
00001,-68,00002,0,00003,-63,00004,0,00005,-75,00006,-72,00007,0
00001,-67,00002,-73,00003,-70,00004,-66,00005,-78,00006,0,00007,-75
00001,0,00002,-73,00003,0,00004,-66,00005,-72,00006,0,00007,-79
00001,0,00002,-68,00003,-66,00004,0,00005,0,00006,-71,00007,0
00001,-71,00002,-67,00003,-72,00004,-62,00005,0,00006,0,00007,-65
00001,-69,00002,-71,00003,-74,00004,-66,00005,-73,00006,-66,00007,-72
00001,-75,00002,-72,00003,0,00004,0,00005,-63,00006,-86,00007,-72
00001,0,00002,-76,00003,-74,00004,0,00005,-66,00006,-65,00007,0
00001,-72,00002,-76,00003,-63,00004,0,00005,-67,00006,-62,00007,-74
00001,-72,00002,-67,00003,0,00004,-63,00005,-67,00006,-62,00007,-71
00001,-72,00002,0,00003,-78,00004,-67,00005,-63,00006,-73,00007,-71
00001,0,00002,0,00003,0,00004,0,00005,-62,00006,0,00007,-69
00001,0,00002,-74,00003,-64,00004,-63,00005,0,00006,-61,00007,-72
00001,-74,00002,0,00003,0,00004,0,00005,-66,00006,-71,00007,0
00001,-83,00002,-77,00003,0,00004,-69,00005,-65,00006,-62,00007,-72
00001,-66,00002,-74,00003,-62,00004,-65,00005,-64,00006,-60,00007,-79
00001,-73,00002,-73,00003,-62,00004,-65,00005,-65,00006,-69,00007,0
00001,0,00002,-66,00003,-61,00004,-68,00005,-64,00006,-63,00007,-72
00001,-66,00002,-71,00003,-72,00004,-67,00005,0,00006,-76,00007,0
00001,0,00002,-66,00003,0,00004,0,00005,-72,00006,0,00007,-54
00001,-78,00002,-69,00003,-62,00004,-63,00005,-66,00006,-67,00007,-50
00001,0,00002,-67,00003,0,00004,-63,00005,0,00006,0,00007,-49
00001,-66,00002,-71,00003,0,00004,-65,00005,-66,00006,0,00007,-58
00001,0,00002,-68,00003,-67,00004,0,00005,0,00006,-71,00007,-72
00001,0,00002,-71,00003,-72,00004,-71,00005,-68,00006,-73,00007,0
00001,-64,00002,-70,00003,0,00004,-63,00005,-64,00006,-61,00007,-61
00001,-63,00002,-73,00003,-69,00004,-66,00005,-63,00006,0,00007,-60
